etymon,root_language,german_meaning (LIV),cognate_sets,reflexes,meanings of reflexes,number of distinct meanings
*seh₂-u̯l̥-,Proto-Indo-European,,314 | 1700,"sl″nce | sonca | sol | slunce | sol | zon | sun | sól | zon | soleil | sinne | Sonne | ī́lios | sól | sole | soredl | sáulė | słyńco | słónčko | sonce | słońce | sol | sol | solnce | sole | sole | sunce | slnko | sonce | sol | sol | sonce | solo | saule | sōl | saule | slŭnĭce | sū́ryaḥ | hḗlios | Sonn | xuršīd | soreli | xur | xor | huuar | yir | houl | sonno- | suol | sol | suriya | heaul, eaul, heol | hḗlios | słuńce | xwar | ī́lios | xʉ̄r | ī́lio | (g)ī́lös | élios | saule | sole | soleil | solail | sol | soare | súuri | ira | heol | hiâol | haul | feulâô | słońce, słuńce | heul | slunce | sónce | slъ̀nci | slъ̀nci | sonce | ſonze | Sunne | souleou | so̯ári | sol | xwer | ǝxr | sau̯l | houl | houl | suri | xor | xwar | war | nwar | sīr | sunna | qher | sunne | sunne | sunne | sunna | sonne | sól | sunno | sol | sol | üsük | sər | s′u | s′u | s′u | sö | s′o | xwar | sü | súil | sùil | súil | sooill",sun | sun | sun | sun | sun | sun | sun | sun | sun | sun | sun | sun | sun | sun | sun | sun | sun | sun | sun | sun | sun | sun | sun | sun | sun | sun | sun | sun | sun | sun | sun | sun | sun | sun | sun | sun | sun | sun | sun | sun | sun | sun | sun | sun | sun | sun | sun | sun | sun | sun | sun | sun | sun | sun | sun | sun | sun | sun | sun | sun | sun | sun | sun | sun | sun | sun | sun | sun | sun | sun | sun | sun | sun | sun | sun | sun | sun | sun | sun | sun | sun | sun | sun | sun | sun | sun | sun | sun | sun | sun | sun | sun | sun | sun | sun | sun | sun | sun | sun | sun | sun | sun | sun | sun | sun | sun | sun | sun | sun | sun | sun | sun | sun | sun | sun | eye | eye | eye | eye,2
*maninkuu̯a-,Hittite,,3324 | 5401,ma(n)ni(n)kuu̯ant- | mannakuna/i- | ma(n)ni(n)kuu̯an,short | short | near,2
*tʰalak⁽ʰ⁾i̯a,Proto-Greek,,4907 | 5074,thálatta | thálassa | thálassa | thálassa | thálassī | thálassa | thálassa,sea | sea | sea | sea | sea | sea | lake,2
κρύος / krýos,Greek: Ancient,,1463 | 4901,krýos | kryós | krýos | kiryós | krýstallos | krýstallos,cold | cold | cold | cold | ice | ice,2
κρύσταλλος / krýstallos,Greek: Ancient,,1463 | 4901,krýos | kryós | krýos | kiryós | krýstallos | krýstallos,cold | cold | cold | cold | ice | ice,2
*kerH-,Proto-Indo-European,,4828 | 4833,kurjawa | kurjawa | kur | kouř,fog | fog | smoke | smoke,2
pipīlá-,Vedic,,4594 | 6094,pillū | pilíilu | pim̐pṛe | pipīlikā | piliili | pila | pilil | pləlaakə,louse | ant | ant | ant | ant | ant | ant | ant,2
*goḍḍa-,Indic,,4586 | 7356,goḍ | goḍ | god,leg | leg | foot,2
*bʰeu̯dʰ-,Proto-Indo-European,,4508 | 6878,bozun | buǰūg | bata- | bât-,hear | hear | think | think,2
*bât-,Nuristani,,4508 | 6878,bozun | buǰūg | bata- | bât-,hear | hear | think | think,2
ponnher,Middle Breton,,1017 | 4366,ponnher | pounner | ponner,heavy | heavy | heavy,1
uiridis,Latin,,885 | 4365,verd | vert | verde | vert | verde | birde | birde | verde | vèrt | uiridis | vert | verde | verde | vert | vert | vah | verde | verd | ve̯árdi | verd | vi̯ard | verde | vért,green | green | green | green | green | green | green | green | green | green | green | green | green | green | green | green | green | green | green | green | green | green | green,1
dhūli-,Sanskrit,,4150 | 8735,dhulo | dhūl | dhūḷa | dūvili | dhūlo | dhūrī | dhuri | dúṛi | duṛ | dhūṛ | dhūli | duṛ,dust | dust | dust | dust | dust | dust | dust | dust | dust | dust | dust | fog,2
*(s)tei̯g-,Proto-Indo-European,,115 | 308,tīz | təɣ̌d | tīkho | tejgar | tigmá- | cyrǧ | cirǧ | tēz | *tēž | tikkha | tíiṇu | ṭēẓ | tǝrγi | tiz | tiz | tiz | tiz | tiz | tez | tiz | tiž | tež | tēž | tēž | tera | tižinauuaṇt | čiγr | tīn | teyz | tikkhā | tukhunu | tēž,sharp | sharp | sharp | sharp | sharp | sharp | sharp | sharp | sharp | sharp | sharp | sharp | sharp | sharp | sharp | sharp | sharp | sharp | sharp | sharp | sharp | sharp | sharp | sharp | sharp | sharp | sharp | sharp | sharp | sharp | sharp | sharp,1
*(s)kerbʰ-,Proto-Indo-European,,291 | 7034,skarp | scherp | sharp | scherp | skerp | scharf | skarp | schaarf | scharf | skarpf | scerp | scharpf | scearp | skarp | schaerp | skarp | skarp,sharp | sharp | sharp | sharp | sharp | sharp | sharp | sharp | sharp | sharp | sharp | sharp | sharp | sharp | sharp | sharp | hard,2
*sal-,Proto-Indo-European,,283 | 5157,"ał | ał | sol | sol′ | sal | sůl | salt | zout | salt | salt | zout | sel | sâlt | Salz | aláti | salt | salann | sale | sel | sol | sól, sel | sol | sól | sal | salt | sol' | sale | sale | sol | soľ | sol | sal | salt | sìl′ | sé | sāle | salyiye | sāl | háls | Salz | sāls | sali | solĭ | sâl | salann | ał | šalu | solt | salt | holen, olen, olèn, hòalen | háls | süli | sól | álas | suoļs | álas | álas | ála | sale | sel | sel | sö | sal | sare | sollan | salann | holen | halèn | halen | sól | halen | sól | solĭ | s′ïl′ | sòl′ | sòl′ | sol | ſul | Salz | sau | sári | sal | salz | salt | salz | sealt | salt | sout | salt | salt | holan, hollan | salt | sal | sã | slåtťă | słodczi | sladŭkŭ | słodki | słodki | słódki | sladek | sladký | sladký | solodkij | salodkì | sladok | slad″k | sladak | salds | soldons | saldùs | słodki | sladký | solótkωj | sladek | ſladák",salt | salt | salt | salt | salt | salt | salt | salt | salt | salt | salt | salt | salt | salt | salt | salt | salt | salt | salt | salt | salt | salt | salt | salt | salt | salt | salt | salt | salt | salt | salt | salt | salt | salt | salt | salt | salt | salt | salt | salt | salt | salt | salt | salt | salt | salt | salt | salt | salt | salt | salt | salt | salt | salt | salt | salt | salt | salt | salt | salt | salt | salt | salt | salt | salt | salt | salt | salt | salt | salt | salt | salt | salt | salt | salt | salt | salt | salt | salt | salt | salt | salt | salt | salt | salt | salt | salt | salt | salt | salt | salt | salt | salt | salt | sweet | sweet | sweet | sweet | sweet | sweet | sweet | sweet | sweet | sweet | sweet | sweet | sweet | sweet | sweet | sweet | sweet | sweet | sweet | sweet | sweet | sweet,2
*mor-i-,Proto-Indo-European,,250 | 287,meer | meer | mar | mere | mere | more | mora | mar | moře | mer | mare | mer | mórjo | morjo | more | morze | mar | more | mare | mare | more | more | morje | mar | more | mér | Meer | Mier | morje | mare | mâr | muir | more | mor | mărai | mòrze | mare | mare | mer | mer | mar | mor | mor | mor | môr | morze | mor | mor | moře | more | móre | mòri | mòri | morje | morje | Meer | mar | mári | mar | mur | meri | mer | meri | marei | mor | môr | méh | mar | mãr,lake | lake | lake | lake | lake | sea | sea | sea | sea | sea | sea | sea | sea | sea | sea | sea | sea | sea | sea | sea | sea | sea | sea | sea | sea | sea | sea | sea | sea | sea | sea | sea | sea | sea | sea | sea | sea | sea | sea | sea | sea | sea | sea | sea | sea | sea | sea | sea | sea | sea | sea | sea | sea | sea | sea | sea | sea | sea | sea | sea | sea | sea | sea | sea | sea | sea | sea | sea | sea,2
*drepan-,Proto-Germanic,,248 | 2708,dræbe | drepa | drepa | drepe | drepe | treffen,kill | kill | kill | kill | kill | hit,2
*tu̯erk̑-,Proto-Indo-European,,4125 | 7302,tyrchu,dig,1
*⁽g̑⁾ʰeh₁-,Proto-Indo-European,,5432 | 8365,gehen | go | gaan | goen | gaan | gå | go | gå | gå | gean | gah | gān | gān | gân | gān | gaen | gå,go | go | go | go | go | go | go | go | go | go | go | go | go | go | go | go | go,1
ὀξύς / oxýs,Greek: Ancient,,5339 | 6254,oxýs | oxýs | oššeía,sharp | sharp | mountain,2
*drem-,Proto-Indo-European,,1526 | 5313,,,0
*h₃reu̯k-,Proto-Indo-European,,5271 | 6693,orýttō | orýssō | a arunca,dig | dig | throw,2
*gʷeh₂-,Proto-Indo-European,,5265 | 6774,niŋa- | niŋ′â-,know | know,1
*klawō-,Proto-Germanic,,1375 | 5228,claw | klo | kluo | klo | klógv | klo | kló | klauw | klauw | klo | kloer | klāuua | klâwe | clawu | clauwe | kló | klo,claw | claw | claw | claw | claw | claw | claw | claw | claw | claw | claw | claw | claw | claw | claw | claw | claw,1
uolāre,Latin,,880 | 5115,voler | volare | jolé | voar | bolare | bolare | volar | voler | uolāre | svolâ | volar | a zbura | vulà | voler | voler | volâ | volar | volar | volar | voar | vùlàa | at-baill,fly_V | fly_V | fly_V | fly_V | fly_V | fly_V | fly_V | fly_V | fly_V | fly_V | fly_V | fly_V | fly_V | fly_V | fly_V | fly_V | fly_V | fly_V | fly_V | fly_V | fly_V | die,2
*gʷelh₁-,Proto-Indo-European,,880 | 5115,voler | volare | jolé | voar | bolare | bolare | volar | voler | uolāre | svolâ | volar | a zbura | vulà | voler | voler | volâ | volar | volar | volar | voar | vùlàa | at-baill,fly_V | fly_V | fly_V | fly_V | fly_V | fly_V | fly_V | fly_V | fly_V | fly_V | fly_V | fly_V | fly_V | fly_V | fly_V | fly_V | fly_V | fly_V | fly_V | fly_V | fly_V | die,2
*kers-,Proto-Indo-European,,5113 | 5453,kärsanaṃ | kärsnāṣ,know | know,1
*kond-,Proto-Balto-Slavic,,4987 | 6014,k″s | kùsu | kusac′ | kousat | ką́sti | kusaś | kusać | kasa | kusat' | kusati | kost | kǫsĕt | kūst | kúsati | kusátɪ,short | short | bite | bite | bite | bite | bite | bite | bite | bite | bite | bite | bite | bite | bite,2
*terkʷ-,Proto-Indo-European,,4966 | 5214,trkalezen | trča | trčati | tračìm,round | run | run | run,2
*terh₁-,Proto-Indo-European,,2152 | 4951,"taro, trawo | taro | truo",hit | hit | rotten,2
*dʰeu̯-,Proto-Indo-European,,201 | 2305,dø | doyggja | deyja | dø | dö | däa | döia | doodgaan | deyja | døy | döda | deadzje | dooden | doden | töten | dödha | töde | tœten | doden | deyða | dauþjan | tōten,die | die | die | die | die | die | die | die | die | die | kill | kill | kill | kill | kill | kill | kill | kill | kill | kill | kill | kill,2
*brinnan-,Proto-Germanic,,193 | 2502,brænde | branden | burn | brenna | verbranden | brennen | brenna | brenne | brennen | brinna | brinna | brinna | brönne | brinnan | berna | brinnen | beornan | brinnan | brinnen | brenna | brinnan | brenne | brand,burn | burn | burn | burn | burn | burn | burn | burn | burn | burn | burn | burn | burn | burn | burn | burn | burn | burn | burn | burn | burn | burn | fire,2
*branda-,Proto-Germanic,,193 | 2502,brænde | branden | burn | brenna | verbranden | brennen | brenna | brenne | brennen | brinna | brinna | brinna | brönne | brinnan | berna | brinnen | beornan | brinnan | brinnen | brenna | brinnan | brenne | brand,burn | burn | burn | burn | burn | burn | burn | burn | burn | burn | burn | burn | burn | burn | burn | burn | burn | burn | burn | burn | burn | burn | fire,2
*su̯ord-o-,Proto-Indo-European,,188 | 4865,sort | zwart | svartur | zwart | schwarz | svartur | svart | svart | schwaarz | swart | swart | svarter | schwarz | suuarz | swart | swarz | suuart | swart | svartr | swarts | svart | sordidus,black | black | black | black | black | black | black | black | black | black | black | black | black | black | black | black | black | black | black | black | black | dirty,2
*gu̯osd-,Proto-Indo-European,,3390 | 4918,gjeth | gjethe | gozd,leaf | leaf | forest,2
*(s)legh₂-,Proto-Indo-European,,6145 | 6146,sāno | saṇha | ślakṣṇá- | lɜǧz | liǧz | lḗxna,small | smooth | smooth | smooth | smooth | smooth,2
*pei̯s-,Proto-Indo-European,,6111 | 8198,pīsanā | pīsanā | pīsnā | píiṣa | pīsanā | piṣ- | pihon | piṣe gum̐ṛo karā | pisanā | piŋsati | peṣik | peṣik | pǟṣūg | pīhṇā | â-vuš- | pim̐hi guri kôrā | pš′a- | pš′a- | piša- | pēz,grind | grind | grind | grind | grind | grind | grind | grind | grind | grind | grind | grind | grind | grind | grind | grind | grind | grind | grind | hit,2
kapā́la-,Vedic,,6110 | 8487,kapāla | kallə | kapal,hair | head | head,2
*h₂eu̯-i-,Proto-Indo-European,,856 | 6057,"ocell | oiseau | uccello | ucel | ave | ave | oûhê | auis | véḥ, víḥ | uciel | vi | avif | auciello | oisel | oisel | ouaizè | aucel, auceou | aucell | boik | üSèl | hawkitʿ",bird | bird | bird | bird | bird | bird | bird | bird | bird | bird | bird | bird | bird | bird | bird | bird | bird | bird | bird | bird | egg,2
*tu̯er-,Proto-Indo-European,,6013 | 6249,sérrō | sýrō | sérō | sýrō | sýrnō,pull | pull | throw | throw | throw,2
*k̑erd-,Proto-Indo-European,,5920 | 6458,kargiá | sirt | sirt | s″rce | serca | cor | srdce | hjerte | hart | heart | hjarta | hart | cœur | hert | Herz | kardiá | hjarta | croí | cuore | cuer | širdìs | srce | serce | coração | hjerte | serdce | coro | coro | srce | srdce | srce | corazón | hjärta | serce | coûr | ker / kard(i)- | kardía | hā́rdi | sirds | cor | srĭdĭce | sīran | cridhe | Häerz | cûr | zərəd | cride | zærdæ | zærdæ | sirt | zārt(i)- | crid(io)- | cree | hiärta | järta | hadayaṁ | ysärä | kardía | serce | zirδ | karkiá | kardía | kargiá | kardía | sirds | core | cuer | coer | keuh | coraçón | híṛu | hriday | serce | srdce | serdĭce | sérce | strъ̀ci | strъ̀ci | srce | ſerzè | Härz | žyāwar | cor | zǝrz | cor | heṛa | hardi | zrra | dil | dil | kur | herza | zord | herte | herze | heorte | herta | herte | hjarta | hairto | hikur | hjerte | coração | z′ir | haaṛ | cör | źâr′a | zar′a | zar′a | zö | žid′i | dɨḷ,belly | heart | heart | heart | heart | heart | heart | heart | heart | heart | heart | heart | heart | heart | heart | heart | heart | heart | heart | heart | heart | heart | heart | heart | heart | heart | heart | heart | heart | heart | heart | heart | heart | heart | heart | heart | heart | heart | heart | heart | heart | heart | heart | heart | heart | heart | heart | heart | heart | heart | heart | heart | heart | heart | heart | heart | heart | heart | heart | heart | heart | heart | heart | heart | heart | heart | heart | heart | heart | heart | heart | heart | heart | heart | heart | heart | heart | heart | heart | heart | heart | heart | heart | heart | heart | heart | heart | heart | heart | heart | heart | heart | heart | heart | heart | heart | heart | heart | heart | heart | heart | heart | heart | heart | heart | heart | heart | heart | heart | heart | heart | heart,2
*bʰes-,Proto-Indo-European,,2189 | 5845,bhasma(n),ash,1
bhasma,Sanskrit,,2189 | 5845,bhasma(n),ash,1
ἀληθής / alēthḗs,Greek: Ancient,,5834 | 6206,alīthinó | alšinó,red | red,1
[برف / barf],[Persian],,5738 | 7952,baraph | barfa | baraph | barf | barpha | baraf | bararf | bôrôph | baraf | barp | barf | baraph | baraph | baraf | baraf | barfa | barf | barpha | baraf | barapha | bôrôph,snow | snow | snow | snow | snow | snow | snow | snow | snow | snow | snow | ice | ice | ice | ice | ice | ice | ice | ice | ice | ice,2
*kaʦo,Proto-Tocharian,,2200 | 5445,kāts | kātso | kātse,belly | belly | near,2
*kaʦay,Proto-Tocharian,,2200 | 5445,kāts | kātso | kātse,belly | belly | near,2
*(h₁)reu̯g̑-,Proto-Indo-European,,5435 | 5982,rūgts | ryugts | orc(k)am | orckal | rzëgac | orcal | rzygać,bitter | bitter | vomit | vomit | vomit | vomit | vomit,2
*(h₁)reu̯g-,Proto-Indo-European,,5435 | 5982,rūgts | ryugts | orc(k)am | orckal | rzëgac | orcal | rzygać,bitter | bitter | vomit | vomit | vomit | vomit | vomit,2
*h₂eh₁s-,Proto-Indo-European,,178 | 2492,aske | as | ashes | øska | asch | jiske | Asche | aska | xākestar | aske | ā́saḥ | ḫāš(š)- | aska | Äschen | aska | aska | Äsche | xākeštar | aska | asche | asce | assche | asko | aska | azgo | aaskorə | oske | ′âs | âs′a | âs′a | âs′a | âsa | āsar | asāre,ash | ash | ash | ash | ash | ash | ash | ash | ash | ash | ash | ash | ash | ash | ash | ash | ash | ash | ash | ash | ash | ash | ash | ash | ash | ash | ash | ash | ash | ash | ash | ash | dry | dry,2
lakuṭa-,Sanskrit,,132 | 2978,lauro | looṛ | lawṛii,stick | stick | stick,1
*kʷi-,,,127 | 1940,,,0
πέσκος / péskos,Greek: Ancient,,119 | 5867,pétsa | petsí(n),skin | skin,1
πέσκος / péskos,Greek: Ancient,,119 | 5867,pétsa | petsí(n),skin | skin,1
*Sikatā-,Proto-Indo-Iranic,,108 | 5054,sɛkh | síkatā | sígal | shaga | sigit | siun | selə | šuɣur | ciγ | šikta | siyata* | sigad | sigad | ć′ü | ćui′u | ći′ui | šo | šoːň′a | syǵyt | sik'it,sand | sand | sand | sand | sand | sand | sand | sand | sand | sand | sand | sand | sand | sand | sand | sand | sand | sand | earth | earth,2
"*kʷetu̯or-, *kʷ(e)tu̯r̥-, *kʷ(e)tur-",Proto-Indo-European,,44 | 6732,"katër | čʿors | čʿors | cār | četiri | čatyry | quatre | čtyři | fire | vier | four | fýra | vier | quatre | fjouwer | vier | téssera | cāra | fjórir | ceathar | quattro | tsɔɔr | cater | keturì | styri | štyri | četiri | cāra | cāra | čahār | cztery | quatro | fire | četyre | cuátro | četiri | hatara | štyri | štiri | cuatro | fyra | čotiri | cabʉr | cwate | ceithir | śtwar | śtwer | quattuor | véier | četri | četyre | catvā́raḥ | cār | cār | téttares | cuatri | cethair | caϑβar | čʿors | pettiur | petur- | petuar | cyppar | cuppar | katër | chāri | fiurir | fyra | catur | cār | qe-te-ro- | peuar, peuoar | tcahora | téssares | petguar | citĕr | sztërë | čahār | čar | čafār | tésseris | tésseroi | tufṓr | tessároi | téssera | četri | quatto | catre | quatre | katro | cuatro | patru | pwar, pider | pewar | pedwar | kiare | čúur | báttoro | cztyrzy | pedwar | petguar | čār | čtyřie | četyre | čotώrɪ | čètir | čètri | štiri | ṡhtiri | sofaro | vier | čāhār | čtfār | čār | čār | t͡ʃɒr | čār | čʷār | quatre | pátru | katër | cfār | quatre | čoor | tsur | ssalor | čwār | čwār | čạr | čōr | fior | cavur | fiuwer | vier | fēower | fiuuuar | vier | fjórir | fidwor | cār | peswar | padzhar, pager | fire | quatro | čp′u | čor | sāri | št′o | štav′o | štav′o | čatâ | ćât′âː | čwār | quàtar | ceathrú",four | four | four | four | four | four | four | four | four | four | four | four | four | four | four | four | four | four | four | four | four | four | four | four | four | four | four | four | four | four | four | four | four | four | four | four | four | four | four | four | four | four | four | four | four | four | four | four | four | four | four | four | four | four | four | four | four | four | four | four | four | four | four | four | four | four | four | four | four | four | four | four | four | four | four | four | four | four | four | four | four | four | four | four | four | four | four | four | four | four | four | four | four | four | four | four | four | four | four | four | four | four | four | four | four | four | four | four | four | four | four | four | four | four | four | four | four | four | four | four | four | four | four | four | four | four | four | four | four | four | four | four | four | four | four | four | four | four | four | four | four | four | four | four | four | four | four | four | four | four | four | four | four | four | thigh,2
